ID,Month,State,peak_demand,peak_met,fy
44,Jan-2020, Chandigarh,265,265,2019-2020
45,Jan-2020, Delhi,5226,5226,2019-2020
46,Jan-2020, Haryana,7016,7016,2019-2020
47,Jan-2020, Himachal Pradesh,1786,1786,2019-2020
48,Jan-2020," 
UTs of J&K and Ladakh",3218,2574,2019-2020
49,Jan-2020, Punjab,6327,6327,2019-2020
50,Jan-2020, Rajasthan,14017,14017,2019-2020
51,Jan-2020, Uttar Pradesh,16987,16987,2019-2020
52,Jan-2020, Uttarakhand,2208,2208,2019-2020
53,Jan-2020, Northern Region,51338,50780,2019-2020
54,Jan-2020, Chhattisgarh,3828.6782,3826,2019-2020
55,Jan-2020, Gujarat,16189,16189,2019-2020
56,Jan-2020, Madhya Pradesh,14729,14729,2019-2020
57,Jan-2020, Maharashtra,22975,22975,2019-2020
58,Jan-2020, Daman & Diu,347,347,2019-2020
59,Jan-2020, Dadra & Nagar Haveli,816,816,2019-2020
60,Jan-2020, Goa,602.8531652083333,602.2208333333333,2019-2020
61,Jan-2020, Western Region,58643,58643,2019-2020
62,Jan-2020, Andhra Pradesh,9607.7067752,9605,2019-2020
63,Jan-2020, Telangana,11378.05241605,11359,2019-2020
64,Jan-2020, Karnataka,13169,13169,2019-2020
65,Jan-2020, Kerala,3873.403323666667,3784.5219,2019-2020
66,Jan-2020, Tamil Nadu,14370.521197,14336.1248,2019-2020
67,Jan-2020, Puducherry,378.250819875,378.084015,2019-2020
68,Jan-2020, Lakshadweep,8,8,2019-2020
69,Jan-2020, Southern Region,49174.97999993667,49165,2019-2020
70,Jan-2020, Bihar,4571.38236,4571.38236,2019-2020
71,Jan-2020, DVC,2979.424263893232,2979.424263893232,2019-2020
72,Jan-2020, Jharkhand,1372.693575542031,1372.693575542031,2019-2020
73,Jan-2020, Odisha,3614.93443893576,3603.897502833333,2019-2020
74,Jan-2020, West Bengal,6331.05036334825,6316.128509743981,2019-2020
75,Jan-2020, Sikkim,114.6802776805625,114.630127,2019-2020
76,Jan-2020, Andaman- Nicobar,58,54,2019-2020
77,Jan-2020, Eastern Region,18748.84525775863,18704.65550911834,2019-2020
78,Jan-2020, Arunachal Pradesh,124.683,117.24,2019-2020
79,Jan-2020, Assam,1581.858,1366.46,2019-2020
80,Jan-2020, Manipur,220.317,218.21,2019-2020
81,Jan-2020, Meghalaya,371.49,371.49,2019-2020
82,Jan-2020, Mizoram,126.92,126.92,2019-2020
83,Jan-2020, Nagaland,181.31,158.5,2019-2020
84,Jan-2020, Tripura,229,229,2019-2020
85,Jan-2020, North-Eastern Region,2619.557,2587.82,2019-2020
86,Jan-2020, All India,171592.1733519581,170976.0852050781,2019-2020
1673,Jan-2020, Chandigarh,265,265,2019-2020
1674,Jan-2020, Delhi,5226,5226,2019-2020
1675,Jan-2020, Haryana,7016,7016,2019-2020
1676,Jan-2020, Himachal Pradesh,1786,1786,2019-2020
1677,Jan-2020," 
UTs of J&K and Ladakh",3218,2574,2019-2020
1678,Jan-2020, Punjab,6327,6327,2019-2020
1679,Jan-2020, Rajasthan,14017,14017,2019-2020
1680,Jan-2020, Uttar Pradesh,16987,16987,2019-2020
1681,Jan-2020, Uttarakhand,2208,2208,2019-2020
1682,Jan-2020, Northern Region,51338,50780,2019-2020
1683,Jan-2020, Chhattisgarh,3828.6782,3826,2019-2020
1684,Jan-2020, Gujarat,16189,16189,2019-2020
1685,Jan-2020, Madhya Pradesh,14729,14729,2019-2020
1686,Jan-2020, Maharashtra,22975,22975,2019-2020
1687,Jan-2020, Daman & Diu,347,347,2019-2020
1688,Jan-2020, Dadra & Nagar Haveli,816,816,2019-2020
1689,Jan-2020, Goa,602.8531652083333,602.2208333333333,2019-2020
1690,Jan-2020, Western Region,58643,58643,2019-2020
1691,Jan-2020, Andhra Pradesh,9607.7067752,9605,2019-2020
1692,Jan-2020, Telangana,11378.05241605,11359,2019-2020
1693,Jan-2020, Karnataka,13169,13169,2019-2020
1694,Jan-2020, Kerala,3873.403323666667,3784.5219,2019-2020
1695,Jan-2020, Tamil Nadu,14370.521197,14336.1248,2019-2020
1696,Jan-2020, Puducherry,378.250819875,378.084015,2019-2020
1697,Jan-2020, Lakshadweep,8,8,2019-2020
1698,Jan-2020, Southern Region,49174.97999993667,49165,2019-2020
1699,Jan-2020, Bihar,4571.38236,4571.38236,2019-2020
1700,Jan-2020, DVC,2979.424263893232,2979.424263893232,2019-2020
1701,Jan-2020, Jharkhand,1372.693575542031,1372.693575542031,2019-2020
1702,Jan-2020, Odisha,3614.93443893576,3603.897502833333,2019-2020
1703,Jan-2020, West Bengal,6331.05036334825,6316.128509743981,2019-2020
1704,Jan-2020, Sikkim,114.6802776805625,114.630127,2019-2020
1705,Jan-2020, Andaman- Nicobar,58,54,2019-2020
1706,Jan-2020, Eastern Region,18748.84525775863,18704.65550911834,2019-2020
1707,Jan-2020, Arunachal Pradesh,124.683,117.24,2019-2020
1708,Jan-2020, Assam,1581.858,1366.46,2019-2020
1709,Jan-2020, Manipur,220.317,218.21,2019-2020
1710,Jan-2020, Meghalaya,371.49,371.49,2019-2020
1711,Jan-2020, Mizoram,126.92,126.92,2019-2020
1712,Jan-2020, Nagaland,181.31,158.5,2019-2020
1713,Jan-2020, Tripura,229,229,2019-2020
1714,Jan-2020, North-Eastern Region,2619.557,2587.82,2019-2020
1715,Jan-2020, All India,171592.1733519581,170976.0852050781,2019-2020
1,Feb-2020, Chandigarh,297,297,2019-2020
2,Feb-2020, Delhi,4447,4447,2019-2020
3,Feb-2020, Haryana,7520,7520,2019-2020
4,Feb-2020, Himachal Pradesh,1742,1742,2019-2020
5,Feb-2020," 
UTs of J&K and Ladakh",3158,2526,2019-2020
6,Feb-2020, Punjab,7078,7078,2019-2020
7,Feb-2020, Rajasthan,14277,14277,2019-2020
8,Feb-2020, Uttar Pradesh,16777,16627,2019-2020
9,Feb-2020, Uttarakhand,2233,2233,2019-2020
10,Feb-2020, Northern Region,51107,50519,2019-2020
11,Feb-2020, Chhattisgarh,4033.0455,4026,2019-2020
12,Feb-2020, Gujarat,16538,16538,2019-2020
13,Feb-2020, Madhya Pradesh,14886.1955,14855,2019-2020
14,Feb-2020, Maharashtra,24550,24550,2019-2020
15,Feb-2020, Daman & Diu,345.60375,345,2019-2020
16,Feb-2020, Dadra & Nagar Haveli,815,815,2019-2020
17,Feb-2020, Goa,609,609,2019-2020
18,Feb-2020, Western Region,59416,59416,2019-2020
19,Feb-2020, Andhra Pradesh,9966.28073933333,9954,2019-2020
20,Feb-2020, Telangana,13168,13168,2019-2020
21,Feb-2020, Karnataka,13031.45318073333,13001,2019-2020
22,Feb-2020, Kerala,4042.564042583334,3953.5228,2019-2020
23,Feb-2020, Tamil Nadu,14767.7690755,14754.5867,2019-2020
24,Feb-2020, Puducherry,401.637441565,401.412811,2019-2020
25,Feb-2020, Lakshadweep,8,8,2019-2020
26,Feb-2020, Southern Region,53004.27499993168,52993,2019-2020
27,Feb-2020, Bihar,4280.163103,4280.163103,2019-2020
28,Feb-2020, DVC,2905.099586342956,2905.099586342956,2019-2020
29,Feb-2020, Jharkhand,1331.026353348837,1331.026353348837,2019-2020
30,Feb-2020, Odisha,4018.1549508486,4017.451896766667,2019-2020
31,Feb-2020, West Bengal,6484.107102103962,6482.405470667912,2019-2020
32,Feb-2020, Sikkim,114.390186,114.390186,2019-2020
33,Feb-2020, Andaman- Nicobar,58,54,2019-2020
34,Feb-2020, Eastern Region,18898.2793893853,18891.66730582826,2019-2020
35,Feb-2020, Arunachal Pradesh,157.987,130.42,2019-2020
36,Feb-2020, Assam,1603.186,1370.14,2019-2020
37,Feb-2020, Manipur,226.245,216.44,2019-2020
38,Feb-2020, Meghalaya,369.899,369.899,2019-2020
39,Feb-2020, Mizoram,132.679,132.48,2019-2020
40,Feb-2020, Nagaland,164.37,150,2019-2020
41,Feb-2020, Tripura,222.3,222.3,2019-2020
42,Feb-2020, North-Eastern Region,2655.837,2591.679,2019-2020
43,Feb-2020, All India,179098.2594765625,176387.5634765625,2019-2020
1630,Feb-2020, Chandigarh,297,297,2019-2020
1631,Feb-2020, Delhi,4447,4447,2019-2020
1632,Feb-2020, Haryana,7520,7520,2019-2020
1633,Feb-2020, Himachal Pradesh,1742,1742,2019-2020
1634,Feb-2020," 
UTs of J&K and Ladakh",3158,2526,2019-2020
1635,Feb-2020, Punjab,7078,7078,2019-2020
1636,Feb-2020, Rajasthan,14277,14277,2019-2020
1637,Feb-2020, Uttar Pradesh,16777,16627,2019-2020
1638,Feb-2020, Uttarakhand,2233,2233,2019-2020
1639,Feb-2020, Northern Region,51107,50519,2019-2020
1640,Feb-2020, Chhattisgarh,4033.0455,4026,2019-2020
1641,Feb-2020, Gujarat,16538,16538,2019-2020
1642,Feb-2020, Madhya Pradesh,14886.1955,14855,2019-2020
1643,Feb-2020, Maharashtra,24550,24550,2019-2020
1644,Feb-2020, Daman & Diu,345.60375,345,2019-2020
1645,Feb-2020, Dadra & Nagar Haveli,815,815,2019-2020
1646,Feb-2020, Goa,609,609,2019-2020
1647,Feb-2020, Western Region,59416,59416,2019-2020
1648,Feb-2020, Andhra Pradesh,9966.28073933333,9954,2019-2020
1649,Feb-2020, Telangana,13168,13168,2019-2020
1650,Feb-2020, Karnataka,13031.45318073333,13001,2019-2020
1651,Feb-2020, Kerala,4042.564042583334,3953.5228,2019-2020
1652,Feb-2020, Tamil Nadu,14767.7690755,14754.5867,2019-2020
1653,Feb-2020, Puducherry,401.637441565,401.412811,2019-2020
1654,Feb-2020, Lakshadweep,8,8,2019-2020
1655,Feb-2020, Southern Region,53004.27499993168,52993,2019-2020
1656,Feb-2020, Bihar,4280.163103,4280.163103,2019-2020
1657,Feb-2020, DVC,2905.099586342956,2905.099586342956,2019-2020
1658,Feb-2020, Jharkhand,1331.026353348837,1331.026353348837,2019-2020
1659,Feb-2020, Odisha,4018.1549508486,4017.451896766667,2019-2020
1660,Feb-2020, West Bengal,6484.107102103962,6482.405470667912,2019-2020
1661,Feb-2020, Sikkim,114.390186,114.390186,2019-2020
1662,Feb-2020, Andaman- Nicobar,58,54,2019-2020
1663,Feb-2020, Eastern Region,18898.2793893853,18891.66730582826,2019-2020
1664,Feb-2020, Arunachal Pradesh,157.987,130.42,2019-2020
1665,Feb-2020, Assam,1603.186,1370.14,2019-2020
1666,Feb-2020, Manipur,226.245,216.44,2019-2020
1667,Feb-2020, Meghalaya,369.899,369.899,2019-2020
1668,Feb-2020, Mizoram,132.679,132.48,2019-2020
1669,Feb-2020, Nagaland,164.37,150,2019-2020
1670,Feb-2020, Tripura,222.3,222.3,2019-2020
1671,Feb-2020, North-Eastern Region,2655.837,2591.679,2019-2020
1672,Feb-2020, All India,179098.2594765625,176387.5634765625,2019-2020
1587,Mar-2020, Chandigarh,218,218,2019-2020
1588,Mar-2020, Delhi,3775,3775,2019-2020
1589,Mar-2020, Haryana,6338,6338,2019-2020
1590,Mar-2020, Himachal Pradesh,1656,1656,2019-2020
1591,Mar-2020," 
UTs of J&K and Ladakh",3405,2724,2019-2020
1592,Mar-2020, Punjab,5758,5758,2019-2020
1593,Mar-2020, Rajasthan,13599,13599,2019-2020
1594,Mar-2020, Uttar Pradesh,14592.17,14592.17,2019-2020
1595,Mar-2020, Uttarakhand,1892,1892,2019-2020
1596,Mar-2020, Northern Region,46133,45531,2019-2020
1597,Mar-2020, Chhattisgarh,3989,3989,2019-2020
1598,Mar-2020, Gujarat,16816,16816,2019-2020
1599,Mar-2020, Madhya Pradesh,12144,12144,2019-2020
1600,Mar-2020, Maharashtra,24012,24012,2019-2020
1601,Mar-2020, Daman & Diu,343.36015,343,2019-2020
1602,Mar-2020, Dadra & Nagar Haveli,823.28805,823,2019-2020
1603,Mar-2020, Goa,610.27945,609.64,2019-2020
1604,Mar-2020, Western Region,56851,56851,2019-2020
1605,Mar-2020, Andhra Pradesh,10224.6441642667,10207,2019-2020
1606,Mar-2020, Telangana,12941,12941,2019-2020
1607,Mar-2020, Karnataka,13271.5084148,13258,2019-2020
1608,Mar-2020, Kerala,4178.26039025,4170.71,2019-2020
1609,Mar-2020, Tamil Nadu,15346.79,15346.79,2019-2020
1610,Mar-2020, Puducherry,410.890739795,410.795105,2019-2020
1611,Mar-2020, Lakshadweep,8,8,2019-2020
1612,Mar-2020, Southern Region,53579.39999930668,53465,2019-2020
1613,Mar-2020, Bihar,4145.950685000001,4145.950685000001,2019-2020
1614,Mar-2020, DVC,2509.287509339518,2508.848460858868,2019-2020
1615,Mar-2020, Jharkhand,1273.529940567671,1273.529940567671,2019-2020
1616,Mar-2020, Odisha,3829.665319365608,3823.97715335,2019-2020
1617,Mar-2020, West Bengal,7148.663103249037,7148.663103249037,2019-2020
1618,Mar-2020, Sikkim,108.522694371075,108.200797,2019-2020
1619,Mar-2020, Andaman- Nicobar,58,54,2019-2020
1620,Mar-2020, Eastern Region,18767.47660341976,18669.70541661256,2019-2020
1621,Mar-2020, Arunachal Pradesh,153.823,128,2019-2020
1622,Mar-2020, Assam,1676.98,1430,2019-2020
1623,Mar-2020, Manipur,210.48,200,2019-2020
1624,Mar-2020, Meghalaya,343.103,343,2019-2020
1625,Mar-2020, Mizoram,111,111,2019-2020
1626,Mar-2020, Nagaland,156.915,142,2019-2020
1627,Mar-2020, Tripura,253.586,252,2019-2020
1628,Mar-2020, North-Eastern Region,2592.989,2509,2019-2020
1629,Mar-2020, All India,170748.5862971534,170164.9310302734,2019-2020
1544,Apr-2020, Chandigarh,154,154,2020-2021
1545,Apr-2020, Delhi,3362,3362,2020-2021
1546,Apr-2020, Haryana,6422,6422,2020-2021
1547,Apr-2020, Himachal Pradesh,900,900,2020-2021
1548,Apr-2020," 
UTs of J&K and Ladakh",2940,2352,2020-2021
1549,Apr-2020, Punjab,5113,5113,2020-2021
1550,Apr-2020, Rajasthan,9304,9304,2020-2021
1551,Apr-2020, Uttar Pradesh,16889,16889,2020-2021
1552,Apr-2020, Uttarakhand,1233,1233,2020-2021
1553,Apr-2020, Northern Region,41228,40680,2020-2021
1554,Apr-2020, Chhattisgarh,3473,3473,2020-2021
1555,Apr-2020, Gujarat,13508,13508,2020-2021
1556,Apr-2020, Madhya Pradesh,9148.596391000001,9139,2020-2021
1557,Apr-2020, Maharashtra,18694.60875,18675,2020-2021
1558,Apr-2020, Daman & Diu,159,159,2020-2021
1559,Apr-2020, Dadra & Nagar Haveli,262,262,2020-2021
1560,Apr-2020, Goa,479.50295,479,2020-2021
1561,Apr-2020, Western Region,43729,43729,2020-2021
1562,Apr-2020, Andhra Pradesh,8597.828,8595,2020-2021
1563,Apr-2020, Telangana,10014,10014,2020-2021
1564,Apr-2020, Karnataka,11516,11516,2020-2021
1565,Apr-2020, Kerala,3915.249800000001,3775.1528,2020-2021
1566,Apr-2020, Tamil Nadu,11435.10353333333,11397.9342,2020-2021
1567,Apr-2020, Puducherry,302.0985443333333,301.991211,2020-2021
1568,Apr-2020, Lakshadweep,10.165,10.165,2020-2021
1569,Apr-2020, Southern Region,42767,42767,2020-2021
1570,Apr-2020, Bihar,4725.326034852937,4724.912605,2020-2021
1571,Apr-2020, DVC,1417.473864193362,1416.97792192069,2020-2021
1572,Apr-2020, Jharkhand,1291.867843909461,1291.077059210694,2020-2021
1573,Apr-2020, Odisha,3636.470159633013,3636.151996333333,2020-2021
1574,Apr-2020, West Bengal,7114.931498454001,7108.711376,2020-2021
1575,Apr-2020, Sikkim,93.97457299999999,93.97457299999999,2020-2021
1576,Apr-2020, Andaman- Nicobar,58,54,2020-2021
1577,Apr-2020, Eastern Region,18301.82279244821,18092.99142495137,2020-2021
1578,Apr-2020, Arunachal Pradesh,76.602,74,2020-2021
1579,Apr-2020, Assam,1633.77,1419,2020-2021
1580,Apr-2020, Manipur,215.622,188,2020-2021
1581,Apr-2020, Meghalaya,261,261,2020-2021
1582,Apr-2020, Mizoram,102,102,2020-2021
1583,Apr-2020, Nagaland,142.228,130,2020-2021
1584,Apr-2020, Tripura,259.078,259,2020-2021
1585,Apr-2020, North-Eastern Region,2464.241,2433,2020-2021
1586,Apr-2020, All India,133200.2905496094,132733.1833496094,2020-2021
1501,May-2020, Chandigarh,297,297,2020-2021
1502,May-2020, Delhi,5464,5464,2020-2021
1503,May-2020, Haryana,8011,8011,2020-2021
1504,May-2020, Himachal Pradesh,1312,1312,2020-2021
1505,May-2020," 
UTs of J&K and Ladakh",2932,2346,2020-2021
1506,May-2020, Punjab,8201,8201,2020-2021
1507,May-2020, Rajasthan,12050,12050,2020-2021
1508,May-2020, Uttar Pradesh,21330.86,21330.86,2020-2021
1509,May-2020, Uttarakhand,1797,1797,2020-2021
1510,May-2020, Northern Region,57116,56620,2020-2021
1511,May-2020, Chhattisgarh,3736,3736,2020-2021
1512,May-2020, Gujarat,15588.9046,15578,2020-2021
1513,May-2020, Madhya Pradesh,10173,10173,2020-2021
1514,May-2020, Maharashtra,21500.56025,21463,2020-2021
1515,May-2020, Daman & Diu,225.63,225,2020-2021
1516,May-2020, Dadra & Nagar Haveli,415,415,2020-2021
1517,May-2020, Goa,512.7174766666667,512,2020-2021
1518,May-2020, Western Region,51148,51148,2020-2021
1519,May-2020, Andhra Pradesh,10102.111,10101,2020-2021
1520,May-2020, Telangana,9133.706,9114,2020-2021
1521,May-2020, Karnataka,11026.61833333333,10999,2020-2021
1522,May-2020, Kerala,3820.7624,3700.5464,2020-2021
1523,May-2020, Tamil Nadu,14062.4915,14020.6115,2020-2021
1524,May-2020, Puducherry,422.031708,422.031708,2020-2021
1525,May-2020, Lakshadweep,10.62,10.62,2020-2021
1526,May-2020, Southern Region,45658.925,45646,2020-2021
1527,May-2020, Bihar,5334.629064238738,5332.29618465795,2020-2021
1528,May-2020, DVC,2462.265777286153,2462.265777286153,2020-2021
1529,May-2020, Jharkhand,1396.609008576827,1396.242494921911,2020-2021
1530,May-2020, Odisha,4023.747148216667,4023.747148216667,2020-2021
1531,May-2020, West Bengal,7562.451753926111,7553.147803856249,2020-2021
1532,May-2020, Sikkim,87.720083,87.720083,2020-2021
1533,May-2020, Andaman- Nicobar,58,54,2020-2021
1534,May-2020, Eastern Region,20308.34035730313,20168.51663127694,2020-2021
1535,May-2020, Arunachal Pradesh,108,108,2020-2021
1536,May-2020, Assam,1925.747,1663,2020-2021
1537,May-2020, Manipur,208.34,189,2020-2021
1538,May-2020, Meghalaya,322,322,2020-2021
1539,May-2020, Mizoram,106,106,2020-2021
1540,May-2020, Nagaland,135.7,133,2020-2021
1541,May-2020, Tripura,284,284,2020-2021
1542,May-2020, North-Eastern Region,2751.789,2676,2020-2021
1543,May-2020, All India,166889.6747726706,166225.3947753906,2020-2021
1458,Jun-2020, Chandigarh,363,363,2020-2021
1459,Jun-2020, Delhi,6314,6314,2020-2021
1460,Jun-2020, Haryana,10308,10308,2020-2021
1461,Jun-2020, Himachal Pradesh,1423,1423,2020-2021
1462,Jun-2020," 
UTs of J&K and Ladakh",2834,2267,2020-2021
1463,Jun-2020, Punjab,12683,12683,2020-2021
1464,Jun-2020, Rajasthan,12755,12755,2020-2021
1465,Jun-2020, Uttar Pradesh,22109.5,22109.5,2020-2021
1466,Jun-2020, Uttarakhand,1942,1942,2020-2021
1467,Jun-2020, Northern Region,65336,64885,2020-2021
1468,Jun-2020, Chhattisgarh,3677.2866,3676,2020-2021
1469,Jun-2020, Gujarat,15924,15924,2020-2021
1470,Jun-2020, Madhya Pradesh,9124,9124,2020-2021
1471,Jun-2020, Maharashtra,19428.7977,19422,2020-2021
1472,Jun-2020, Daman & Diu,255.1785,255,2020-2021
1473,Jun-2020, Dadra & Nagar Haveli,589,589,2020-2021
1474,Jun-2020, Goa,516.08196375,515,2020-2021
1475,Jun-2020, Western Region,47627,47627,2020-2021
1476,Jun-2020, Andhra Pradesh,9442.442500000001,9423,2020-2021
1477,Jun-2020, Telangana,8742.653000000002,8723,2020-2021
1478,Jun-2020, Karnataka,10689.10166666667,10670,2020-2021
1479,Jun-2020, Kerala,3307.9858,3291.9048,2020-2021
1480,Jun-2020, Tamil Nadu,14590.8231,14590.8231,2020-2021
1481,Jun-2020, Puducherry,414.295593,414.295593,2020-2021
1482,Jun-2020, Lakshadweep,9.875999999999999,9.875999999999999,2020-2021
1483,Jun-2020, Southern Region,43091.95,43043,2020-2021
1484,Jun-2020, Bihar,5721.055984193201,5718.054005840135,2020-2021
1485,Jun-2020, DVC,2714.98284286478,2714.98284286478,2020-2021
1486,Jun-2020, Jharkhand,1370.265295004661,1368.349605556881,2020-2021
1487,Jun-2020, Odisha,4297.267483239407,4292.760085149999,2020-2021
1488,Jun-2020, West Bengal,8088.679063730361,8072.703200309766,2020-2021
1489,Jun-2020, Sikkim,84.45729943061248,84.40560099999999,2020-2021
1490,Jun-2020, Andaman- Nicobar,58,54,2020-2021
1491,Jun-2020, Eastern Region,21988.633577496,21832.1707390633,2020-2021
1492,Jun-2020, Arunachal Pradesh,145.454,119,2020-2021
1493,Jun-2020, Assam,1798,1798,2020-2021
1494,Jun-2020, Manipur,220,201,2020-2021
1495,Jun-2020, Meghalaya,335,335,2020-2021
1496,Jun-2020, Mizoram,101,101,2020-2021
1497,Jun-2020, Nagaland,150.829,143,2020-2021
1498,Jun-2020, Tripura,287,287,2020-2021
1499,Jun-2020, North-Eastern Region,2940.461,2884,2020-2021
1500,Jun-2020, All India,166686.3649035156,164981.6169433594,2020-2021
1415,Jul-2020, Chandigarh,383,383,2020-2021
1416,Jul-2020, Delhi,6310,6310,2020-2021
1417,Jul-2020, Haryana,10982,10982,2020-2021
1418,Jul-2020, Himachal Pradesh,1479,1479,2020-2021
1419,Jul-2020," 
UTs of J&K and Ladakh",2427,2427,2020-2021
1420,Jul-2020, Punjab,13148,13148,2020-2021
1421,Jul-2020, Rajasthan,13079,13079,2020-2021
1422,Jul-2020, Uttar Pradesh,23419,23419,2020-2021
1423,Jul-2020, Uttarakhand,2030,2030,2020-2021
1424,Jul-2020, Northern Region,68288,67578,2020-2021
1425,Jul-2020, Chhattisgarh,4576.995749999999,4569,2020-2021
1426,Jul-2020, Gujarat,15741,15741,2020-2021
1427,Jul-2020, Madhya Pradesh,10322.41209825,10290,2020-2021
1428,Jul-2020, Maharashtra,17792,17792,2020-2021
1429,Jul-2020, Daman & Diu,259.45325,259,2020-2021
1430,Jul-2020, Dadra & Nagar Haveli,649.9086,649,2020-2021
1431,Jul-2020, Goa,450.88035,450.25,2020-2021
1432,Jul-2020, Western Region,47910.25248251502,47860,2020-2021
1433,Jul-2020, Andhra Pradesh,8500,8500,2020-2021
1434,Jul-2020, Telangana,11187.738,11177,2020-2021
1435,Jul-2020, Karnataka,9400.547500000001,9400,2020-2021
1436,Jul-2020, Kerala,3193.358600000001,3191.6786,2020-2021
1437,Jul-2020, Tamil Nadu,13283.9037,13283.9037,2020-2021
1438,Jul-2020, Puducherry,387.769196,387.769196,2020-2021
1439,Jul-2020, Lakshadweep,9.458,9.458,2020-2021
1440,Jul-2020, Southern Region,43261.25000000001,43176,2020-2021
1441,Jul-2020, Bihar,5912.805238575722,5773.587305229004,2020-2021
1442,Jul-2020, DVC,2925.421957747214,2918.017488370474,2020-2021
1443,Jul-2020, Jharkhand,1431.159225735692,1425.918973508049,2020-2021
1444,Jul-2020, Odisha,4480.458596263109,4474.19472365,2020-2021
1445,Jul-2020, West Bengal,8385.805120113338,8362.390426917969,2020-2021
1446,Jul-2020, Sikkim,86.31050050934999,86.031972,2020-2021
1447,Jul-2020, Andaman- Nicobar,58,54,2020-2021
1448,Jul-2020, Eastern Region,22734.66671113993,22642.85421370293,2020-2021
1449,Jul-2020, Arunachal Pradesh,154.804,127,2020-2021
1450,Jul-2020, Assam,1837.418,1758,2020-2021
1451,Jul-2020, Manipur,225.296,197,2020-2021
1452,Jul-2020, Meghalaya,321.192,321,2020-2021
1453,Jul-2020, Mizoram,102.183,102,2020-2021
1454,Jul-2020, Nagaland,147,147,2020-2021
1455,Jul-2020, Tripura,288,288,2020-2021
1456,Jul-2020, North-Eastern Region,2972.326,2828,2020-2021
1457,Jul-2020, All India,171509.50978287,170408.30859375,2020-2021
1372,Aug-2020, Chandigarh,343,343,2020-2021
1373,Aug-2020, Delhi,5737,5737,2020-2021
1374,Aug-2020, Haryana,10159,10159,2020-2021
1375,Aug-2020, Himachal Pradesh,1456,1456,2020-2021
1376,Aug-2020," 
UTs of J&K and Ladakh",2393,2393,2020-2021
1377,Aug-2020, Punjab,12815,12815,2020-2021
1378,Aug-2020, Rajasthan,12211,12211,2020-2021
1379,Aug-2020, Uttar Pradesh,23020,22891,2020-2021
1380,Aug-2020, Uttarakhand,1997,1997,2020-2021
1381,Aug-2020, Northern Region,64836,64836,2020-2021
1382,Aug-2020, Chhattisgarh,4484.83475,4477,2020-2021
1383,Aug-2020, Gujarat,14829,14829,2020-2021
1384,Aug-2020, Madhya Pradesh,10027,10027,2020-2021
1385,Aug-2020, Maharashtra,18111,18111,2020-2021
1386,Aug-2020, Daman & Diu,303.4242,303,2020-2021
1387,Aug-2020, Dadra & Nagar Haveli,728.0178,727,2020-2021
1388,Aug-2020, Goa,535.538049375,532,2020-2021
1389,Aug-2020, Western Region,46540.41738724984,46426.67204075,2020-2021
1390,Aug-2020, Andhra Pradesh,8892,8892,2020-2021
1391,Aug-2020, Telangana,12922.337,12908,2020-2021
1392,Aug-2020, Karnataka,10578.1816666667,10562.41,2020-2021
1393,Aug-2020, Kerala,3526.5745,3525.5245,2020-2021
1394,Aug-2020, Tamil Nadu,14212.07606666666,14208.0094,2020-2021
1395,Aug-2020, Puducherry,413.0657756666666,412.774109,2020-2021
1396,Aug-2020, Lakshadweep,9.433,9.433,2020-2021
1397,Aug-2020, Southern Region,44256.42499999999,44106,2020-2021
1398,Aug-2020, Bihar,5995.442351007873,5914.95991,2020-2021
1399,Aug-2020, DVC,2805.335610298691,2801.168871602183,2020-2021
1400,Aug-2020, Jharkhand,1643.030945423018,1469.851615560524,2020-2021
1401,Aug-2020, Odisha,4492.864685963451,4475.633497000001,2020-2021
1402,Aug-2020, West Bengal,8498.327448964246,8480.196692022657,2020-2021
1403,Aug-2020, Sikkim,77.57223348269997,77.38264599999999,2020-2021
1404,Aug-2020, Andaman- Nicobar,58,54,2020-2021
1405,Aug-2020, Eastern Region,22399.13079600173,22192.19987582788,2020-2021
1406,Aug-2020, Arunachal Pradesh,157.163,128,2020-2021
1407,Aug-2020, Assam,1943,1943,2020-2021
1408,Aug-2020, Manipur,200.24,200,2020-2021
1409,Aug-2020, Meghalaya,321.152,320,2020-2021
1410,Aug-2020, Mizoram,101.724,101,2020-2021
1411,Aug-2020, Nagaland,149.357,149,2020-2021
1412,Aug-2020, Tripura,301,301,2020-2021
1413,Aug-2020, North-Eastern Region,3103.524,3069,2020-2021
1414,Aug-2020, All India,169126.9860839844,167528,2020-2021
1329,Sep-2020, Chandigarh,318,318,2020-2021
1330,Sep-2020, Delhi,6231,6231,2020-2021
1331,Sep-2020, Haryana,10009,10009,2020-2021
1332,Sep-2020, Himachal Pradesh,1552,1537,2020-2021
1333,Sep-2020," 
UTs of J&K and Ladakh",2560,2560,2020-2021
1334,Sep-2020, Punjab,12433,12433,2020-2021
1335,Sep-2020, Rajasthan,12742,12742,2020-2021
1336,Sep-2020, Uttar Pradesh,23797,23747,2020-2021
1337,Sep-2020, Uttarakhand,2076,2076,2020-2021
1338,Sep-2020, Northern Region,67891,67806,2020-2021
1339,Sep-2020, Chhattisgarh,4335,4335,2020-2021
1340,Sep-2020, Gujarat,15749,15749,2020-2021
1341,Sep-2020, Madhya Pradesh,10263,10263,2020-2021
1342,Sep-2020, Maharashtra,19326.3,19326.3,2020-2021
1343,Sep-2020, Daman & Diu,334,334,2020-2021
