region,state,id,month,coal,gas,diesel,thermal_total,nuclear,hydro,res,grand_total
Northern,Chandigarh,1,Jan-2019,0.00,0.00,0.00,0.00,0.00,0.00,32.40,32.40
Northern,Chandigarh,37,Feb-2019,0.00,0.00,0.00,0.00,0.00,0.00,32.40,32.40
Northern,Chandigarh,73,Mar-2019,0.00,0.00,0.00,0.00,0.00,0.00,34.71,34.71
Northern,Chandigarh,109,Apr-2019,0.00,0.00,0.00,0.00,0.00,0.00,34.71,34.71
Northern,Chandigarh,145,May-2019,0.00,0.00,0.00,0.00,0.00,0.00,34.71,34.71
Northern,Chandigarh,181,Jun-2019,0.00,0.00,0.00,0.00,0.00,0.00,34.71,34.71
Northern,Chandigarh,217,Jul-2019,0.00,0.00,0.00,0.00,0.00,0.00,36.57,36.57
Northern,Chandigarh,253,Aug-2019,0.00,0.00,0.00,0.00,0.00,0.00,36.99,36.99
Northern,Chandigarh,289,Sep-2019,0.00,0.00,0.00,0.00,0.00,0.00,36.99,36.99
Northern,Chandigarh,325,Oct-2019,0.00,0.00,0.00,0.00,0.00,0.00,36.99,36.99
Northern,Chandigarh,361,Nov-2019,0.00,0.00,0.00,0.00,0.00,0.00,36.99,36.99
Northern,Chandigarh,397,Dec-2019,0.00,0.00,0.00,0.00,0.00,0.00,36.99,36.99
Northern,Chandigarh,433,Jan-2020,0.00,0.00,0.00,0.00,0.00,0.00,36.99,36.99
Northern,Chandigarh,470,Feb-2020,0.00,0.00,0.00,0.00,0.00,0.00,36.99,36.99
Northern,Chandigarh,507,Mar-2020,0.00,0.00,0.00,0.00,0.00,0.00,40.55,40.55
Northern,Chandigarh,544,Apr-2020,0.00,0.00,0.00,0.00,0.00,0.00,40.55,40.55
Northern,Chandigarh,581,May-2020,0.00,0.00,0.00,0.00,0.00,0.00,40.90,40.90
Northern,Chandigarh,618,Jun-2020,0.00,0.00,0.00,0.00,0.00,0.00,41.55,41.55
Northern,Chandigarh,655,Jul-2020,0.00,0.00,0.00,0.00,0.00,0.00,42.34,42.34
Northern,Chandigarh,692,Aug-2020,0.00,0.00,0.00,0.00,0.00,0.00,42.94,42.94
Northern,Chandigarh,729,Sep-2020,0.00,0.00,0.00,0.00,0.00,0.00,42.94,42.94
Northern,Chandigarh,766,Oct-2020,0.00,0.00,0.00,0.00,0.00,0.00,42.94,42.94
Northern,Chandigarh,803,Nov-2020,0.00,0.00,0.00,0.00,0.00,0.00,42.94,42.94
Northern,Chandigarh,840,Dec-2020,0.00,0.00,0.00,0.00,0.00,0.00,45.16,45.16
Northern,Chandigarh,877,Jan-2021,0.00,0.00,0.00,0.00,0.00,0.00,45.16,45.16
Northern,Chandigarh,914,Feb-2021,0.00,0.00,0.00,0.00,0.00,0.00,45.16,45.16
Northern,Chandigarh,951,Mar-2021,0.00,0.00,0.00,0.00,0.00,0.00,45.16,45.16
Northern,Chandigarh,988,Apr-2021,0.00,0.00,0.00,0.00,0.00,0.00,49.37,49.37
Northern,Chandigarh,1025,May-2021,0.00,0.00,0.00,0.00,0.00,0.00,49.37,49.37
Northern,Chandigarh,1062,Jun-2021,0.00,0.00,0.00,0.00,0.00,0.00,49.58,49.58
Northern,Chandigarh,1099,Jul-2021,0.00,0.00,0.00,0.00,0.00,0.00,50.39,50.39
Northern,Chandigarh,1136,Aug-2021,0.00,0.00,0.00,0.00,0.00,0.00,51.97,51.97
Northern,Chandigarh,1173,Sep-2021,0.00,0.00,0.00,0.00,0.00,0.00,51.97,51.97
Northern,Chandigarh,1210,Oct-2021,0.00,0.00,0.00,0.00,0.00,0.00,53.45,53.45
Northern,Chandigarh,1246,Nov-2021,0.00,0.00,0.00,0.00,0.00,0.00,53.45,53.45
Northern,Chandigarh,1390,Dec-2021,0.00,0.00,0.00,0.00,0.00,0.00,53.45,53.45
Northern,Chandigarh,1426,Jan-2022,0.00,0.00,0.00,0.00,0.00,0.00,53.45,53.45
Northern,Chandigarh,1462,Feb-2022,0.00,0.00,0.00,0.00,0.00,0.00,53.45,53.45
Northern,Chandigarh,1498,Mar-2022,0.00,0.00,0.00,0.00,0.00,0.00,55.17,55.17
Northern,Chandigarh,1534,Apr-2022,0.00,0.00,0.00,0.00,0.00,0.00,55.65,55.65
Northern,Chandigarh,1570,May-2022,0.00,0.00,0.00,0.00,0.00,0.00,56.33,56.33
Northern,Chandigarh,1606,Jun-2022,0.00,0.00,0.00,0.00,0.00,0.00,56.85,56.85
Northern,Chandigarh,1642,Jul-2022,0.00,0.00,0.00,0.00,0.00,0.00,56.85,56.85
Northern,Chandigarh,1678,Aug-2022,0.00,0.00,0.00,0.00,0.00,0.00,57.84,57.84
Northern,Chandigarh,1714,Sep-2022,0.00,0.00,0.00,0.00,0.00,0.00,57.84,57.84
Northern,Chandigarh,1750,Oct-2022,0.00,0.00,0.00,0.00,0.00,0.00,58.69,58.69
Northern,Chandigarh,1786,Nov-2022,0.00,0.00,0.00,0.00,0.00,0.00,58.69,58.69
Northern,Chandigarh,1822,Dec-2022,0.00,0.00,0.00,0.00,0.00,0.00,58.69,58.69
Northern,Chandigarh,1858,Jan-2023,0.00,0.00,0.00,0.00,0.00,0.00,58.69,58.69
Northern,Chandigarh,1894,Feb-2023,0.00,0.00,0.00,0.00,0.00,0.00,58.69,58.69
Northern,Chandigarh,1930,Mar-2023,0.00,0.00,0.00,0.00,0.00,0.00,58.69,58.69
Northern,Chandigarh,1966,Apr-2023,0.00,0.00,0.00,0.00,0.00,0.00,58.69,58.69
Northern,Chandigarh,2002,May-2023,0.00,0.00,0.00,0.00,0.00,0.00,63.04,63.04
Northern,Chandigarh,2038,Jun-2023,0.00,0.00,0.00,0.00,0.00,0.00,63.59,63.59
Northern,Chandigarh,2074,Jul-2023,0.00,0.00,0.00,0.00,0.00,0.00,64.05,64.05
Northern,Chandigarh,2110,Aug-2023,0.00,0.00,0.00,0.00,0.00,0.00,64.05,64.05
Northern,Chandigarh,2146,Sep-2023,0.00,0.00,0.00,0.00,0.00,0.00,64.05,64.05
Northern,Chandigarh,2324,Oct-2023,0.00,0.00,0.00,0.00,0.00,0.00,64.05,64.05
Northern,Chandigarh,2199,Nov-2023,0.00,0.00,0.00,0.00,0.00,0.00,64.05,64.05
Northern,Chandigarh,2360,Dec-2023,0.00,0.00,0.00,0.00,0.00,0.00,64.05,64.05
Northern,Delhi,2,Jan-2019,135.00,2208.40,0.00,2343.40,0.00,0.00,176.21,2519.61
Northern,Delhi,38,Feb-2019,135.00,2208.40,0.00,2343.40,0.00,0.00,176.21,2519.61
Northern,Delhi,74,Mar-2019,135.00,2208.40,0.00,2343.40,0.00,0.00,178.89,2522.29
Northern,Delhi,110,Apr-2019,135.00,2208.40,0.00,2343.40,0.00,0.00,178.89,2522.29
Northern,Delhi,146,May-2019,135.00,2208.40,0.00,2343.40,0.00,0.00,178.89,2522.29
Northern,Delhi,182,Jun-2019,135.00,2208.40,0.00,2343.40,0.00,0.00,184.15,2527.55
Northern,Delhi,218,Jul-2019,135.00,2208.40,0.00,2343.40,0.00,0.00,184.15,2527.55
Northern,Delhi,254,Aug-2019,135.00,2208.40,0.00,2343.40,0.00,0.00,184.15,2527.55
Northern,Delhi,290,Sep-2019,0.00,2208.40,0.00,2208.40,0.00,0.00,184.15,2392.55
Northern,Delhi,326,Oct-2019,0.00,2208.40,0.00,2208.40,0.00,0.00,200.41,2408.81
Northern,Delhi,362,Nov-2019,0.00,2208.40,0.00,2208.40,0.00,0.00,200.41,2408.81
Northern,Delhi,398,Dec-2019,0.00,2208.40,0.00,2208.40,0.00,0.00,200.41,2408.81
Northern,Delhi,434,Jan-2020,0.00,2208.40,0.00,2208.40,0.00,0.00,208.12,2416.52
Northern,Delhi,471,Feb-2020,0.00,2208.40,0.00,2208.40,0.00,0.00,217.16,2425.56
Northern,Delhi,508,Mar-2020,0.00,2208.40,0.00,2208.40,0.00,0.00,217.16,2425.56
Northern,Delhi,545,Apr-2020,0.00,2208.40,0.00,2208.40,0.00,0.00,217.16,2425.56
Northern,Delhi,582,May-2020,0.00,2208.40,0.00,2208.40,0.00,0.00,217.16,2425.56
Northern,Delhi,619,Jun-2020,0.00,2208.40,0.00,2208.40,0.00,0.00,217.16,2425.56
Northern,Delhi,656,Jul-2020,0.00,2208.40,0.00,2208.40,0.00,0.00,217.16,2425.56
Northern,Delhi,693,Aug-2020,0.00,2208.40,0.00,2208.40,0.00,0.00,226.93,2435.33
Northern,Delhi,730,Sep-2020,0.00,2208.40,0.00,2208.40,0.00,0.00,228.46,2436.86
Northern,Delhi,767,Oct-2020,0.00,2208.40,0.00,2208.40,0.00,0.00,228.46,2436.86
Northern,Delhi,804,Nov-2020,0.00,2208.40,0.00,2208.40,0.00,0.00,228.46,2436.86
Northern,Delhi,841,Dec-2020,0.00,2208.40,0.00,2208.40,0.00,0.00,228.46,2436.86
Northern,Delhi,878,Jan-2021,0.00,2208.40,0.00,2208.40,0.00,0.00,228.46,2436.86
Northern,Delhi,915,Feb-2021,0.00,2208.40,0.00,2208.40,0.00,0.00,244.97,2453.37
Northern,Delhi,952,Mar-2021,0.00,2208.40,0.00,2208.40,0.00,0.00,244.97,2453.37
Northern,Delhi,989,Apr-2021,0.00,2208.40,0.00,2208.40,0.00,0.00,244.97,2453.37
Northern,Delhi,1026,May-2021,0.00,2208.40,0.00,2208.40,0.00,0.00,244.97,2453.37
Northern,Delhi,1063,Jun-2021,0.00,2208.40,0.00,2208.40,0.00,0.00,244.97,2453.37
Northern,Delhi,1100,Jul-2021,0.00,2208.40,0.00,2208.40,0.00,0.00,246.43,2454.83
Northern,Delhi,1137,Aug-2021,0.00,2208.40,0.00,2208.40,0.00,0.00,263.12,2471.52
Northern,Delhi,1174,Sep-2021,0.00,2208.40,0.00,2208.40,0.00,0.00,263.12,2471.52
Northern,Delhi,1211,Oct-2021,0.00,2208.40,0.00,2208.40,0.00,0.00,263.12,2471.52
Northern,Delhi,1247,Nov-2021,0.00,2208.40,0.00,2208.40,0.00,0.00,263.12,2471.52
Northern,Delhi,1391,Dec-2021,0.00,2208.40,0.00,2208.40,0.00,0.00,263.12,2471.52
Northern,Delhi,1427,Jan-2022,0.00,2208.40,0.00,2208.40,0.00,0.00,263.12,2471.52
Northern,Delhi,1463,Feb-2022,0.00,2208.40,0.00,2208.40,0.00,0.00,263.12,2471.52
Northern,Delhi,1499,Mar-2022,0.00,2208.40,0.00,2208.40,0.00,0.00,270.12,2478.52
Northern,Delhi,1535,Apr-2022,0.00,2208.40,0.00,2208.40,0.00,0.00,270.12,2478.52
Northern,Delhi,1571,May-2022,0.00,2208.40,0.00,2208.40,0.00,0.00,270.12,2478.52
Northern,Delhi,1607,Jun-2022,0.00,2208.40,0.00,2208.40,0.00,0.00,270.12,2478.52
Northern,Delhi,1643,Jul-2022,0.00,2208.40,0.00,2208.40,0.00,0.00,270.12,2478.52
Northern,Delhi,1679,Aug-2022,0.00,2208.40,0.00,2208.40,0.00,0.00,270.12,2478.52
Northern,Delhi,1715,Sep-2022,0.00,2208.40,0.00,2208.40,0.00,0.00,270.12,2478.52
Northern,Delhi,1751,Oct-2022,0.00,2208.40,0.00,2208.40,0.00,0.00,270.12,2478.52
Northern,Delhi,1787,Nov-2022,0.00,2208.40,0.00,2208.40,0.00,0.00,295.12,2503.52
Northern,Delhi,1823,Dec-2022,0.00,2208.40,0.00,2208.40,0.00,0.00,295.48,2503.88
Northern,Delhi,1859,Jan-2023,0.00,2208.40,0.00,2208.40,0.00,0.00,296.30,2504.70
Northern,Delhi,1895,Feb-2023,0.00,2208.40,0.00,2208.40,0.00,0.00,297.00,2505.40
Northern,Delhi,1931,Mar-2023,0.00,2208.40,0.00,2208.40,0.00,0.00,302.26,2510.66
Northern,Delhi,1967,Apr-2023,0.00,2208.40,0.00,2208.40,0.00,0.00,302.26,2510.66
Northern,Delhi,2003,May-2023,0.00,2208.40,0.00,2208.40,0.00,0.00,302.26,2510.66
Northern,Delhi,2039,Jun-2023,0.00,2208.40,0.00,2208.40,0.00,0.00,311.73,2520.13
Northern,Delhi,2075,Jul-2023,0.00,2208.40,0.00,2208.40,0.00,0.00,314.39,2522.79
Northern,Delhi,2111,Aug-2023,0.00,2208.40,0.00,2208.40,0.00,0.00,320.41,2528.81
Northern,Delhi,2147,Sep-2023,0.00,2208.40,0.00,2208.40,0.00,0.00,320.41,2528.81
Northern,Delhi,2325,Oct-2023,0.00,2208.40,0.00,2208.40,0.00,0.00,320.41,2528.81
Northern,Delhi,2200,Nov-2023,0.00,2208.40,0.00,2208.40,0.00,0.00,320.41,2528.81
Northern,Delhi,2361,Dec-2023,0.00,2208.40,0.00,2208.40,0.00,0.00,321.29,2529.69
Northern,Haryana,3,Jan-2019,5540.00,431.59,0.00,5971.59,0.00,0.00,411.99,6383.58
Northern,Haryana,39,Feb-2019,5540.00,431.59,0.00,5971.59,0.00,0.00,414.49,6386.08
Northern,Haryana,75,Mar-2019,5540.00,431.59,0.00,5971.59,0.00,0.00,419.42,6391.01
Northern,Haryana,111,Apr-2019,5540.00,431.59,0.00,5971.59,0.00,0.00,419.42,6391.01
Northern,Haryana,147,May-2019,5540.00,431.59,0.00,5971.59,0.00,0.00,419.42,6391.01
Northern,Haryana,183,Jun-2019,5540.00,431.59,0.00,5971.59,0.00,0.00,435.17,6406.76
Northern,Haryana,219,Jul-2019,5540.00,431.59,0.00,5971.59,0.00,0.00,436.95,6408.54
Northern,Haryana,255,Aug-2019,5540.00,431.59,0.00,5971.59,0.00,0.00,437.68,6409.27
Northern,Haryana,291,Sep-2019,5540.00,431.59,0.00,5971.59,0.00,0.00,523.11,6494.70
Northern,Haryana,327,Oct-2019,5540.00,431.59,0.00,5971.59,0.00,0.00,526.68,6498.27
Northern,Haryana,363,Nov-2019,5540.00,431.59,0.00,5971.59,0.00,0.00,527.72,6499.31
Northern,Haryana,399,Dec-2019,5540.00,431.59,0.00,5971.59,0.00,0.00,527.72,6499.31
Northern,Haryana,435,Jan-2020,5540.00,431.59,0.00,5971.59,0.00,0.00,531.30,6502.89
Northern,Haryana,472,Feb-2020,5540.00,431.59,0.00,5971.59,0.00,0.00,531.30,6502.89
Northern,Haryana,509,Mar-2020,5330.00,431.59,0.00,5761.59,0.00,0.00,531.30,6292.89
Northern,Haryana,546,Apr-2020,5330.00,431.59,0.00,5761.59,0.00,0.00,531.30,6292.89
Northern,Haryana,583,May-2020,5330.00,431.59,0.00,5761.59,0.00,0.00,532.50,6294.09
Northern,Haryana,620,Jun-2020,5330.00,431.59,0.00,5761.59,0.00,0.00,532.98,6294.57
Northern,Haryana,657,Jul-2020,5330.00,431.59,0.00,5761.59,0.00,0.00,537.98,6299.57
Northern,Haryana,694,Aug-2020,5330.00,431.59,0.00,5761.59,0.00,0.00,537.98,6299.57
Northern,Haryana,731,Sep-2020,5330.00,431.59,0.00,5761.59,0.00,0.00,538.51,6300.10
Northern,Haryana,768,Oct-2020,5330.00,431.59,0.00,5761.59,0.00,0.00,538.51,6300.10
Northern,Haryana,805,Nov-2020,5330.00,431.59,0.00,5761.59,0.00,0.00,546.44,6308.03
Northern,Haryana,842,Dec-2020,5330.00,431.59,0.00,5761.59,0.00,0.00,547.78,6309.37
Northern,Haryana,879,Jan-2021,5330.00,431.59,0.00,5761.59,0.00,0.00,693.19,6454.78
Northern,Haryana,916,Feb-2021,5330.00,431.59,0.00,5761.59,0.00,0.00,693.19,6454.78
Northern,Haryana,953,Mar-2021,5330.00,431.59,0.00,5761.59,0.00,0.00,693.19,6454.78
Northern,Haryana,990,Apr-2021,5330.00,431.59,0.00,5761.59,0.00,0.00,693.19,6454.78
Northern,Haryana,1027,May-2021,5330.00,431.59,0.00,5761.59,0.00,0.00,693.19,6454.78
Northern,Haryana,1064,Jun-2021,5330.00,431.59,0.00,5761.59,0.00,0.00,810.23,6571.82
Northern,Haryana,1101,Jul-2021,5330.00,431.59,0.00,5761.59,0.00,0.00,948.60,6710.19
Northern,Haryana,1138,Aug-2021,5330.00,431.59,0.00,5761.59,0.00,0.00,952.19,6713.78
Northern,Haryana,1175,Sep-2021,5330.00,431.59,0.00,5761.59,0.00,0.00,983.14,6744.73
Northern,Haryana,1212,Oct-2021,5330.00,431.59,0.00,5761.59,0.00,0.00,1030.55,6792.14
Northern,Haryana,1248,Nov-2021,5330.00,431.59,0.00,5761.59,0.00,0.00,1086.88,6848.47
Northern,Haryana,1392,Dec-2021,5330.00,431.59,0.00,5761.59,0.00,0.00,1086.88,6848.47
Northern,Haryana,1428,Jan-2022,5330.00,431.59,0.00,5761.59,0.00,0.00,1086.88,6848.47
Northern,Haryana,1464,Feb-2022,5330.00,431.59,0.00,5761.59,0.00,0.00,1089.71,6851.30
Northern,Haryana,1500,Mar-2022,5330.00,431.59,0.00,5761.59,0.00,0.00,1242.13,7003.72
Northern,Haryana,1536,Apr-2022,5330.00,431.59,0.00,5761.59,0.00,0.00,1260.07,7021.66
Northern,Haryana,1572,May-2022,5330.00,431.59,0.00,5761.59,0.00,0.00,1263.43,7025.02
Northern,Haryana,1608,Jun-2022,5330.00,431.59,0.00,5761.59,0.00,0.00,1275.11,7036.70
Northern,Haryana,1644,Jul-2022,5330.00,431.59,0.00,5761.59,0.00,0.00,1275.11,7036.70
Northern,Haryana,1680,Aug-2022,5330.00,431.59,0.00,5761.59,0.00,0.00,1279.39,7040.98
Northern,Haryana,1716,Sep-2022,5330.00,431.59,0.00,5761.59,0.00,0.00,1287.03,7048.62
Northern,Haryana,1752,Oct-2022,5330.00,431.59,0.00,5761.59,0.00,0.00,1301.05,7062.64
Northern,Haryana,1788,Nov-2022,5330.00,431.59,0.00,5761.59,0.00,0.00,1301.05,7062.64
Northern,Haryana,1824,Dec-2022,5330.00,431.59,0.00,5761.59,0.00,0.00,1323.05,7084.64
Northern,Haryana,1860,Jan-2023,5330.00,431.59,0.00,5761.59,0.00,0.00,1335.97,7097.56
Northern,Haryana,1896,Feb-2023,5330.00,431.59,0.00,5761.59,0.00,0.00,1359.64,7121.23
Northern,Haryana,1932,Mar-2023,5330.00,431.59,0.00,5761.59,0.00,0.00,1362.09,7123.68
Northern,Haryana,1968,Apr-2023,5330.00,431.59,0.00,5761.59,0.00,0.00,1362.09,7123.68
Northern,Haryana,2004,May-2023,5330.00,431.59,0.00,5761.59,0.00,0.00,1362.09,7123.68
Northern,Haryana,2040,Jun-2023,5330.00,431.59,0.00,5761.59,0.00,0.00,1439.94,7201.53
Northern,Haryana,2076,Jul-2023,5330.00,431.59,0.00,5761.59,0.00,0.00,1510.55,7272.14
Northern,Haryana,2112,Aug-2023,5330.00,431.59,0.00,5761.59,0.00,0.00,1543.27,7304.86
Northern,Haryana,2148,Sep-2023,5330.00,431.59,0.00,5761.59,0.00,0.00,1543.27,7304.86
Northern,Haryana,2326,Oct-2023,5330.00,431.59,0.00,5761.59,0.00,0.00,1561.75,7323.34
Northern,Haryana,2201,Nov-2023,5330.00,431.59,0.00,5761.59,0.00,0.00,1577.92,7339.51
Northern,Haryana,2362,Dec-2023,5330.00,431.59,0.00,5761.59,0.00,0.00,1579.67,7341.26
Northern,Himachal Pradesh,4,Jan-2019,0.00,0.00,0.00,0.00,0.00,9809.02,864.50,10673.52
Northern,Himachal Pradesh,40,Feb-2019,0.00,0.00,0.00,0.00,0.00,9809.02,865.11,10674.13
Northern,Himachal Pradesh,76,Mar-2019,0.00,0.00,0.00,0.00,0.00,9809.02,883.29,10692.31
Northern,Himachal Pradesh,112,Apr-2019,0.00,0.00,0.00,0.00,0.00,9809.02,883.29,10692.31
Northern,Himachal Pradesh,148,May-2019,0.00,0.00,0.00,0.00,0.00,9809.02,883.29,10692.31
Northern,Himachal Pradesh,184,Jun-2019,0.00,0.00,0.00,0.00,0.00,9809.02,895.64,10704.66
Northern,Himachal Pradesh,220,Jul-2019,0.00,0.00,0.00,0.00,0.00,9809.02,897.09,10706.11
Northern,Himachal Pradesh,256,Aug-2019,0.00,0.00,0.00,0.00,0.00,9809.02,897.60,10706.62
Northern,Himachal Pradesh,292,Sep-2019,0.00,0.00,0.00,0.00,0.00,9809.02,905.97,10714.99
Northern,Himachal Pradesh,328,Oct-2019,0.00,0.00,0.00,0.00,0.00,9809.02,943.34,10752.36
Northern,Himachal Pradesh,364,Nov-2019,0.00,0.00,0.00,0.00,0.00,9809.02,945.24,10754.26
Northern,Himachal Pradesh,400,Dec-2019,0.00,0.00,0.00,0.00,0.00,9809.02,945.24,10754.26
Northern,Himachal Pradesh,436,Jan-2020,0.00,0.00,0.00,0.00,0.00,9809.02,951.64,10760.66
Northern,Himachal Pradesh,473,Feb-2020,0.00,0.00,0.00,0.00,0.00,9809.02,951.64,10760.66
Northern,Himachal Pradesh,510,Mar-2020,0.00,0.00,0.00,0.00,0.00,9809.02,951.64,10760.66
Northern,Himachal Pradesh,547,Apr-2020,0.00,0.00,0.00,0.00,0.00,9809.02,952.61,10761.63
Northern,Himachal Pradesh,584,May-2020,0.00,0.00,0.00,0.00,0.00,9809.02,952.61,10761.63
Northern,Himachal Pradesh,621,Jun-2020,0.00,0.00,0.00,0.00,0.00,9809.02,958.85,10767.87
Northern,Himachal Pradesh,658,Jul-2020,0.00,0.00,0.00,0.00,0.00,9809.02,960.35,10769.37
Northern,Himachal Pradesh,695,Aug-2020,0.00,0.00,0.00,0.00,0.00,9809.02,960.85,10769.87
Northern,Himachal Pradesh,732,Sep-2020,0.00,0.00,0.00,0.00,0.00,9809.02,961.82,10770.84
Northern,Himachal Pradesh,769,Oct-2020,0.00,0.00,0.00,0.00,0.00,9809.02,963.07,10772.09
Northern,Himachal Pradesh,806,Nov-2020,0.00,0.00,0.00,0.00,0.00,9809.02,963.34,10772.36
Northern,Himachal Pradesh,843,Dec-2020,0.00,0.00,0.00,0.00,0.00,9809.02,963.44,10772.46
Northern,Himachal Pradesh,880,Jan-2021,0.00,0.00,0.00,0.00,0.00,9920.02,963.44,10883.46
Northern,Himachal Pradesh,917,Feb-2021,0.00,0.00,0.00,0.00,0.00,9920.02,988.04,10908.06
Northern,Himachal Pradesh,954,Mar-2021,0.00,0.00,0.00,0.00,0.00,9920.02,988.04,10908.06
Northern,Himachal Pradesh,991,Apr-2021,0.00,0.00,0.00,0.00,0.00,9920.02,988.60,10908.62
Northern,Himachal Pradesh,1028,May-2021,0.00,0.00,0.00,0.00,0.00,9920.02,988.60,10908.62
Northern,Himachal Pradesh,1065,Jun-2021,0.00,0.00,0.00,0.00,0.00,9920.02,990.35,10910.37
Northern,Himachal Pradesh,1102,Jul-2021,0.00,0.00,0.00,0.00,0.00,9965.02,1002.87,10967.89
Northern,Himachal Pradesh,1139,Aug-2021,0.00,0.00,0.00,0.00,0.00,9965.02,1020.74,10985.76
Northern,Himachal Pradesh,1176,Sep-2021,0.00,0.00,0.00,0.00,0.00,10065.02,1020.77,11085.79
Northern,Himachal Pradesh,1213,Oct-2021,0.00,0.00,0.00,0.00,0.00,10065.02,1022.18,11087.20
Northern,Himachal Pradesh,1249,Nov-2021,0.00,0.00,0.00,0.00,0.00,10065.02,1023.19,11088.21
Northern,Himachal Pradesh,1393,Dec-2021,0.00,0.00,0.00,0.00,0.00,10065.02,1030.74,11095.76
Northern,Himachal Pradesh,1429,Jan-2022,0.00,0.00,0.00,0.00,0.00,10065.02,1031.82,11096.84
Northern,Himachal Pradesh,1465,Feb-2022,0.00,0.00,0.00,0.00,0.00,10065.02,1039.05,11104.07
Northern,Himachal Pradesh,1501,Mar-2022,0.00,0.00,0.00,0.00,0.00,10263.02,1040.47,11303.49
Northern,Himachal Pradesh,1537,Apr-2022,0.00,0.00,0.00,0.00,0.00,10263.02,1041.87,11304.89
Northern,Himachal Pradesh,1573,May-2022,0.00,0.00,0.00,0.00,0.00,10263.02,1043.67,11306.69
Northern,Himachal Pradesh,1609,Jun-2022,0.00,0.00,0.00,0.00,0.00,10263.02,1044.87,11307.89
Northern,Himachal Pradesh,1645,Jul-2022,0.00,0.00,0.00,0.00,0.00,10263.02,1046.47,11309.49
Northern,Himachal Pradesh,1681,Aug-2022,0.00,0.00,0.00,0.00,0.00,10263.02,1050.60,11313.62
Northern,Himachal Pradesh,1717,Sep-2022,0.00,0.00,0.00,0.00,0.00,10263.02,1058.26,11321.28
Northern,Himachal Pradesh,1753,Oct-2022,0.00,0.00,0.00,0.00,0.00,10263.02,1058.29,11321.31
Northern,Himachal Pradesh,1789,Nov-2022,0.00,0.00,0.00,0.00,0.00,10263.02,1058.29,11321.31
Northern,Himachal Pradesh,1825,Dec-2022,0.00,0.00,0.00,0.00,0.00,10263.02,1067.30,11330.32
Northern,Himachal Pradesh,1861,Jan-2023,0.00,0.00,0.00,0.00,0.00,10263.02,1067.37,11330.39
Northern,Himachal Pradesh,1897,Feb-2023,0.00,0.00,0.00,0.00,0.00,10263.02,1067.37,11330.39
Northern,Himachal Pradesh,1933,Mar-2023,0.00,0.00,0.00,0.00,0.00,10263.02,1067.40,11330.42
Northern,Himachal Pradesh,1969,Apr-2023,0.00,0.00,0.00,0.00,0.00,10263.02,1067.40,11330.42
Northern,Himachal Pradesh,2005,May-2023,0.00,0.00,0.00,0.00,0.00,10263.02,1067.90,11330.92
Northern,Himachal Pradesh,2041,Jun-2023,0.00,0.00,0.00,0.00,0.00,10263.02,1086.46,11349.48
Northern,Himachal Pradesh,2077,Jul-2023,0.00,0.00,0.00,0.00,0.00,10263.02,1086.46,11349.48
Northern,Himachal Pradesh,2113,Aug-2023,0.00,0.00,0.00,0.00,0.00,10263.02,1088.21,11351.23
Northern,Himachal Pradesh,2149,Sep-2023,0.00,0.00,0.00,0.00,0.00,10263.02,1089.21,11352.23
Northern,Himachal Pradesh,2327,Oct-2023,0.00,0.00,0.00,0.00,0.00,10263.02,1091.46,11354.48
Northern,Himachal Pradesh,2202,Nov-2023,0.00,0.00,0.00,0.00,0.00,10263.02,1091.46,11354.48
Northern,Himachal Pradesh,2363,Dec-2023,0.00,0.00,0.00,0.00,0.00,10263.02,1091.46,11354.48
Northern,Jammu and Kashmir,5,Jan-2019,0.00,175.00,0.00,175.00,0.00,3449.00,188.88,3812.88
Northern,Jammu and Kashmir,41,Feb-2019,0.00,175.00,0.00,175.00,0.00,3449.00,193.41,3817.41
Northern,Jammu and Kashmir,77,Mar-2019,0.00,175.00,0.00,175.00,0.00,3449.00,193.86,3817.86
Northern,Jammu and Kashmir,113,Apr-2019,0.00,175.00,0.00,175.00,0.00,3449.00,193.86,3817.86
Northern,Jammu and Kashmir,149,May-2019,0.00,175.00,0.00,175.00,0.00,3449.00,194.86,3818.86
Northern,Jammu and Kashmir,185,Jun-2019,0.00,175.00,0.00,175.00,0.00,3449.00,196.40,3820.40
Northern,Jammu and Kashmir,221,Jul-2019,0.00,175.00,0.00,175.00,0.00,3449.00,198.79,3822.79
Northern,Jammu and Kashmir,257,Aug-2019,0.00,175.00,0.00,175.00,0.00,3449.00,199.16,3823.16
Northern,Jammu and Kashmir,293,Sep-2019,0.00,175.00,0.00,175.00,0.00,3449.00,199.16,3823.16
Northern,Jammu and Kashmir,329,Oct-2019,0.00,175.00,0.00,175.00,0.00,3449.00,199.16,3823.16
Northern,Jammu and Kashmir,365,Nov-2019,0.00,175.00,0.00,175.00,0.00,3449.00,199.76,3823.76
Northern,Jammu and Kashmir,401,Dec-2019,0.00,175.00,0.00,175.00,0.00,3449.00,199.76,3823.76
Northern,Jammu and Kashmir,437,Jan-2020,0.00,175.00,0.00,175.00,0.00,3360.00,199.78,3734.78
Northern,Jammu and Kashmir,474,Feb-2020,0.00,175.00,0.00,175.00,0.00,3360.00,199.78,3734.78
Northern,Jammu and Kashmir,511,Mar-2020,0.00,175.00,0.00,175.00,0.00,3360.00,199.78,3734.78
